profile_id,profile_identifier,latitude,longitude,country_code,tipo,fecha,orden,source,contact,license,coordenadas,geom,perfil_duplicado
8186,204564,-15.2,-58.35,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CDCCCCCCCC2C4DC06666666666662EC0,0
8187,204565,3.8167,-61.0833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A98A4EC0462575029A880E40,0
8188,204566,-13.3333,-44.3333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A92A46C07B832F4CA6AA2AC0,0
8189,204567,-1.55,-55.7,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009A99999999D94BC0CDCCCCCCCCCCF8BF,0
8190,204568,-3.25,-44.6167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BBB88D06F04E46C00000000000000AC0,1
8192,204570,-20.2591,-40.281,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000008716D9CEF72344C0C364AA60544234C0,0
8193,204571,-6.7833,-51.6333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000454772F90FD149C0C3D32B6519221BC0,0
8196,204574,-15.4833,-47.9667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000088855AD3BCFB47C04850FC1873F72EC0,0
8197,204575,-15.8333,-58.15,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333134DC07B832F4CA6AA2FC0,0
8198,204576,-4.2167,-40.7833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C436444C03D2CD49AE6DD10C0,0
8199,204577,-9.6,-62.1833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000ACADD85F76174FC033333333333323C0,0
8200,204578,-5.1333,-35.9,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333F341C02A3A92CB7F8814C0,1
8201,204579,-14.1,-46.5333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C434447C03333333333332CC0,0
8202,204580,-21.6183,-54.8081,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E5F21FD26F674BC0E71DA7E8489E35C0,0
8203,204581,-6.8409,-38.3727,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000F9C33A2B42F43C05BD3BCE3145D1BC0,0
8204,204582,-9.6333,-62.2333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000012143FC6DC1D4FC0151DC9E53F4423C0,1
8205,204583,-7.6227,-37.8545,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000004C37894160ED42C076E09C11A57D1EC0,0
8206,204584,-18.4167,-48.0833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A90A48C0423EE8D9AC6A32C0,0
8207,204585,-16.0667,-58.8333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A96A4DC0A9A44E40131130C0,0
8209,204587,-7.05,-40.3333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A92A44C03333333333331CC0,0
8210,204588,-20.2864,-40.2381,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BC96900F7A1E44C00C93A982514934C0,0
8211,204589,-13.95,-46.7,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009A999999995947C06666666666E62BC0,0
8212,204590,-6.1833,-36.2167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000088855AD3BC1B42C05D6DC5FEB2BB18C0,0
8213,204591,-5.2333,-47.9833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000012143FC6DCFD47C090A0F831E6EE14C0,1
8214,204592,-22.3967,-53.5747,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000006F8104C58FC94AC0BD5296218E6536C0,0
8215,204593,-1.8333,-54.6333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000454772F90F514BC0DA1B7C613255FDBF,1
8216,204594,-15.2833,-42.8667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BBB88D06F06E45C0E2E995B20C912EC0,0
8217,204595,-23.2167,-45.7833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C43E446C00F0BB5A6793737C0,0
8218,204596,-6.9167,-40.3667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BBB88D06F02E44C009F9A067B3AA1BC0,0
8219,204597,-22.3118,-53.843,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000096438B6CE7EB4AC08FE4F21FD24F36C0,0
8221,204599,-13.3333,-44.6,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CDCCCCCCCC4C46C07B832F4CA6AA2AC0,0
8222,204600,-15.4833,-58.45,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009A99999999394DC04850FC1873F72EC0,0
8223,204601,-17.0667,-44.6667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000211FF46C565546C0A9A44E40131131C0,0
8224,204602,-3.0833,-43.1167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BBB88D06F08E45C0ED0DBE3099AA08C0,1
8225,204603,-1.9333,-54.6167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BBB88D06F04E4BC074B515FBCBEEFEBF,0
8226,204604,-7.3091,-35.2864,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000086C954C1A8A441C03FC6DCB5843C1DC0,0
8227,204605,-16.9667,-48.2333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000012143FC6DC1D48C00F0BB5A679F730C0,0
8228,204606,-9.4167,-61.9667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000088855AD3BCFB4EC0857CD0B359D522C0,0
8229,204607,-19.3364,-39.8762,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000AA60545227F043C0D95F764F1E5633C0,0
8230,204608,-12.7333,-46.7833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C436447C04850FC18737729C0,0
8231,204609,-5.3,-35.8833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000454772F90FF141C033333333333315C0,0
8232,204610,-4.9167,-43.2167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000088855AD3BC9B45C009F9A067B3AA13C0,1
8233,204611,-14.9833,-47.05,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000066666666668647C04850FC1873F72DC0,0
8234,204612,-14.8667,-43.15,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000033333333339345C0EBE2361AC0BB2DC0,0
8235,204613,-22.0543,-53.343,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000096438B6CE7AB4AC03D2CD49AE60D36C0,0
8236,204614,-5.2167,-37.9,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333F342C03D2CD49AE6DD14C0,0
8237,204615,-15.5,-58.5167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EEEBC03923424DC00000000000002FC0,0
8238,204617,-20.6833,-49.5333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C43C448C0575BB1BFECAE34C0,0
8239,204618,-1.8,-55.35,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CDCCCCCCCCAC4BC0CDCCCCCCCCCCFCBF,0
8240,204619,-7.1909,-35.2409,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009FCDAACFD59E41C0C139234A7BC31CC0,0
8241,204620,-9.55,-43,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000000000000008045C09A999999991923C0,0
8242,204621,-5.7667,-37.9,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333F342C0705F07CE191117C0,0
8244,204623,-16.8333,-47.55,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000006666666666C647C0BEC1172653D530C0,0
8246,204625,-5.1667,-36.5833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A94A42C009F9A067B3AA14C0,0
8247,204626,-1.6167,-54.5833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A94A4BC05917B7D100DEF9BF,0
8248,204627,-9.6,-62.15,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333134FC033333333333323C0,0
8249,204628,-12.9167,-46.6,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CDCCCCCCCC4C47C0857CD0B359D529C0,0
8250,204629,-22.1333,-48.95,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009A999999997948C08A8EE4F21F2236C0,0
8251,204630,-15.3,-58.85,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CDCCCCCCCC6C4DC09A99999999992EC0,0
8252,204631,-18.6594,-40.4231,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000003780B24283644C07FFB3A70CEA832C0,0
8253,204632,-15.55,-48.9833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000012143FC6DC7D48C09A99999999192FC0,0
8254,204633,-5.2167,-37.95,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009A99999999F942C03D2CD49AE6DD14C0,0
8255,204634,-6.6273,-35.3182,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000029CB10C7BAA841C08A1F63EE5A821AC0,0
8256,204635,-19.3591,-39.981,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000021B0726891FD43C05DFE43FAED5B33C0,0
8257,204636,-14.65,-57.2833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C43A44CC0CDCCCCCCCC4C2DC0,0
8258,204637,-9.4,-62.3167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000545227A089284FC0CDCCCCCCCCCC22C0,0
8259,204638,-4.1,-40.8667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BBB88D06F06E44C066666666666610C0,0
8260,204639,-4.5167,-46.1833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000ACADD85F761747C0705F07CE191112C0,0
8261,204640,-2.8333,-57.2667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EEEBC03923A24CC0ED0DBE3099AA06C0,0
8262,204641,-12.8333,-43.65,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333D345C07B832F4CA6AA29C0,0
8263,204642,-7.1333,-46.2833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C432447C02A3A92CB7F881CC0,1
8264,204643,-2.4667,-57.8167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000545227A089E84CC07958A835CDBB03C0,0
8265,204644,-14.7333,-43.2667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EEEBC03923A245C04850FC1873772DC0,0
8266,204645,-7.2727,-34.8273,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000008BFD65F7E46941C0107A36AB3E171DC0,0
8267,204646,-2.75,-54.9,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333734BC000000000000006C0,0
8268,204647,-6.8,-51.5833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A9CA49C03333333333331BC0,0
8269,204648,-3.4833,-64.6,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000066666666662650C02041F163CCDD0BC0,0
8270,204649,-2.05,-61.35,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CDCCCCCCCCAC4EC066666666666600C0,0
8271,204650,-15.3833,-47.1,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CDCCCCCCCC8C47C0151DC9E53FC42EC0,0
8272,204651,-1.6167,-54.85,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CDCCCCCCCC6C4BC05917B7D100DEF9BF,1
8273,204652,-23.7,-45.9667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000088855AD3BCFB46C03333333333B337C0,0
8274,204653,-18.6864,-42.8381,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000088635DDC466B45C072F90FE9B7AF32C0,0
8275,204654,-2.8333,-57.1333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000454772F90F914CC0ED0DBE3099AA06C0,1
8276,204655,-5.65,-35.4,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333B341C09A999999999916C0,0
8277,204656,3.35,-61.9,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000003333333333F34EC0CDCCCCCCCCCC0A40,0
8278,204657,-16.2167,-47.4333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000ACADD85F76B747C00F0BB5A6793730C0,0
8279,204658,-20.0906,-40.7192,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000040A4DFBE0E5C44C08104C58F311734C0,0
8280,204659,-3.3667,-59.8667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BBB88D06F0EE4DC0AC8BDB6800EF0AC0,0
8281,204660,-11.2833,-46,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000000000000000047C0E2E995B20C9126C0,0
8282,204661,-19.4591,-39.9238,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BC0512143FF643C0F697DD93877533C0,0
8283,204662,-7.0136,-35.6773,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000058CA32C4B1D641C004E78C28ED0D1CC0,0
8284,204663,-5.6167,-35.9167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000211FF46C56F541C0D6C56D34807716C0,0
8285,204664,-6.0167,-38.4833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000012143FC6DC3D43C0705F07CE191118C0,0
8286,204665,-16.0333,-57.75,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000E04CC0F1F44A59860830C0,0
8287,204666,-9.5667,-62.0667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000545227A089084FC052499D80262223C0,0
8288,204667,-1.6,-54.5,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000404BC09A9999999999F9BF,0
8289,204668,-17.4667,-47.75,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000E047C00F0BB5A6797731C0,0
8290,204669,-14.5833,-43.2333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000012143FC6DC9D45C07B832F4CA62A2DC0,0
8292,204671,-22.7527,-55.436,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000002B8716D9CEB74BC0FFB27BF2B0C036C0,0
8293,204672,-18.9565,-40.5308,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000C05B2041F14344C0BE9F1A2FDDF432C0,0
8294,204673,-13,-46.45,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009A999999993947C00000000000002AC0,0
8296,204675,-6.8455,-35.4864,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000002063EE5A42BE41C06F1283C0CA611BC0,0
8297,204676,-15.65,-42.9667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000088855AD3BC7B45C0CDCCCCCCCC4C2FC0,0
8298,204677,-10.6667,-44.8333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000DFE00B93A96A46C0857CD0B3595525C0,0
8299,204678,-20.7833,-49.7667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EEEBC03923E248C0F1F44A5986C834C0,0
8300,204679,-16.0833,-57.5333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C43C44CC0BEC11726531530C0,0
8301,204680,-19.0773,-40.4524,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EE5A423EE83944C016FBCBEEC91333C0,0
8302,204681,-3.6667,-40.5167,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EEEBC039234244C013F241CF66550DC0,0
8303,204682,-13.05,-46.5333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C434447C09A99999999192AC0,0
8304,204683,-5.4667,-36.4,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000033333333333342C03D2CD49AE6DD15C0,0
8305,204684,-9.5,-61.9833,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000012143FC6DCFD4EC000000000000023C0,0
8306,204685,-16.3333,-45.0333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000787AA52C438446C0BEC11726535530C0,0
8307,204686,-15.3333,-47.25,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000A047C07B832F4CA6AA2EC0,0
8308,204687,-16.7333,-47.6333,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000454772F90FD147C024287E8CB9BB30C0,0
8309,204688,-4.35,-40.7,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009A999999995944C066666666666611C0,0
8310,204689,-7.1773,-35.8591,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000002EFF21FDF6ED41C0BD5296218EB51CC0,0
8311,204690,-22.2333,-49.95,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009A99999999F948C024287E8CB93B36C0,0
8313,204692,-16.3333,-58,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000004DC0BEC11726535530C0,0
8314,204693,-19.0727,-40.4238,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BC0512143F3644C0516B9A779C1233C0,0
8315,204694,-23.1087,-53.9767,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000069006F8104FD4AC0401361C3D31B37C0,0
8316,204695,-12.8833,-44.1667,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000211FF46C561546C0151DC9E53FC429C0,0
8317,204696,-5.1167,-37.15,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000033333333339342C0D6C56D34807714C0,0
